DATE,BPGroup,Descr,Taste,CardName,Stick_Qty,Total
1/1/22,A01,할인점,레몬,고객001,776,434400
1/1/22,A01,할인점,레몬,고객002,2274,1273380
1/1/22,A01,할인점,레몬,고객003,75,41760
1/1/22,A01,할인점,레몬,고객004,2820,1579200
1/1/22,A02,슈퍼백화점,레몬,고객005,73,46560
1/1/22,A02,슈퍼백화점,레몬,고객006,71,45600
1/3/22,A01,할인점,레몬,고객001,2772,1552200
1/3/22,A01,할인점,레몬,고객004,1340,750120
1/3/22,A02,슈퍼백화점,레몬,고객007,57,36732
1/3/22,A03,드럭스토어,레몬,고객008,13994,9516000
1/3/22,A04,편의점,레몬,고객009,1442,980280
1/3/22,A05,홈쇼핑,레몬,고객010,162,90585
1/3/22,A07,온라인(타사몰),레몬,고객011,3988,2392507
1/3/22,A07,온라인(타사몰),레몬,고객012,237,142178
1/3/22,A07,온라인(타사몰),레몬,고객013,754,452621
1/3/22,A07,온라인(타사몰),레몬,고객014,225,134903
1/3/22,A07,온라인(타사몰),레몬,고객015,81,48819
1/3/22,A07,온라인(타사몰),레몬,고객016,291,174815
1/3/22,A07,온라인(타사몰),레몬,고객017,127,76016
1/3/22,A07,온라인(타사몰),레몬,고객018,108,65054
1/3/22,A07,온라인(타사몰),레몬,고객019,778,467096
1/3/22,A07,온라인(타사몰),레몬,고객020,30,17878
1/3/22,A07,온라인(타사몰),레몬,고객021,920,552100
1/3/22,A07,온라인(타사몰),레몬,고객022,73,43545
1/3/22,A07,온라인(타사몰),레몬,고객023,178,107029
1/3/22,A08,온라인(자사몰),레몬,고객024,4561,2736394
1/3/22,A09,직접수출,레몬,고객025,11749,6579525
1/4/22,A01,할인점,레몬,고객002,3492,1955760
1/4/22,A01,할인점,레몬,고객026,1286,720000
1/4/22,A02,슈퍼백화점,레몬,고객027,414,264960
1/4/22,A02,슈퍼백화점,레몬,고객006,356,228000
1/4/22,A04,편의점,레몬,고객009,48,32676
1/4/22,A04,편의점,레몬,고객028,49,33444
1/4/22,A07,온라인(타사몰),레몬,고객011,467,280040
1/4/22,A07,온라인(타사몰),레몬,고객012,179,107452
1/4/22,A07,온라인(타사몰),레몬,고객013,178,106669
1/4/22,A07,온라인(타사몰),레몬,고객014,93,55676
1/4/22,A07,온라인(타사몰),레몬,고객015,102,61454
1/4/22,A07,온라인(타사몰),레몬,고객016,126,75636
1/4/22,A07,온라인(타사몰),레몬,고객017,29,17220
1/4/22,A07,온라인(타사몰),레몬,고객018,163,97569
1/4/22,A07,온라인(타사몰),레몬,고객019,208,125029
1/4/22,A07,온라인(타사몰),레몬,고객020,83,49691
1/4/22,A07,온라인(타사몰),레몬,고객021,347,208116
1/4/22,A07,온라인(타사몰),레몬,고객023,126,75663
1/4/22,A08,온라인(자사몰),레몬,고객024,1818,1090514
1/4/22,A10,간접수출,레몬,고객029,1083,671611
1/4/22,A10,간접수출,레몬,고객030,5274,3270000
1/5/22,A01,할인점,레몬,고객001,5252,2941200
1/5/22,A01,할인점,레몬,고객031,18100,10136200
1/5/22,A01,할인점,레몬,고객002,640,358440
1/5/22,A01,할인점,레몬,고객003,224,125280
1/5/22,A01,할인점,레몬,고객004,635,355320
1/5/22,A02,슈퍼백화점,레몬,고객005,844,540000
1/5/22,A02,슈퍼백화점,레몬,고객007,57,36732
1/5/22,A02,슈퍼백화점,레몬,고객006,285,182400
1/5/22,A04,편의점,레몬,고객032,217,147240
1/5/22,A07,온라인(타사몰),레몬,고객011,157,94285
1/5/22,A07,온라인(타사몰),레몬,고객012,280,167726
1/5/22,A07,온라인(타사몰),레몬,고객013,671,402754
1/5/22,A07,온라인(타사몰),레몬,고객033,221558,132935040
1/5/22,A07,온라인(타사몰),레몬,고객014,144,86514
1/5/22,A07,온라인(타사몰),레몬,고객016,166,99727
1/5/22,A07,온라인(타사몰),레몬,고객017,115,68906
1/5/22,A07,온라인(타사몰),레몬,고객018,80,48081
1/5/22,A07,온라인(타사몰),레몬,고객019,346,207312
1/5/22,A07,온라인(타사몰),레몬,고객020,166,99390
1/5/22,A07,온라인(타사몰),레몬,고객034,19,11514
1/5/22,A07,온라인(타사몰),레몬,고객021,449,269426
1/5/22,A07,온라인(타사몰),레몬,고객035,48,28909
1/5/22,A07,온라인(타사몰),레몬,고객023,137,81904
1/5/22,A08,온라인(자사몰),레몬,고객024,2143,1286062
1/6/22,A01,할인점,레몬,고객002,320,179220
1/6/22,A01,할인점,레몬,고객004,564,315840
1/6/22,A02,슈퍼백화점,레몬,고객005,218,139680
1/6/22,A02,슈퍼백화점,레몬,고객036,84,54000
1/6/22,A02,슈퍼백화점,레몬,고객006,214,136800
1/6/22,A03,드럭스토어,레몬,고객008,20145,13698588
1/6/22,A06,대리점,레몬,고객037,450,288000
1/6/22,A06,대리점,레몬,고객038,699,447240
1/6/22,A07,온라인(타사몰),레몬,고객011,376,225641
1/6/22,A07,온라인(타사몰),레몬,고객012,222,133000
1/6/22,A07,온라인(타사몰),레몬,고객013,310,185940
1/6/22,A07,온라인(타사몰),레몬,고객014,47,28325
1/6/22,A07,온라인(타사몰),레몬,고객016,138,82934
1/6/22,A07,온라인(타사몰),레몬,고객017,40,23803
1/6/22,A07,온라인(타사몰),레몬,고객018,133,79602
1/6/22,A07,온라인(타사몰),레몬,고객019,71,42779
1/6/22,A07,온라인(타사몰),레몬,고객021,289,173282
1/6/22,A07,온라인(타사몰),레몬,고객022,30,17727
1/6/22,A07,온라인(타사몰),레몬,고객023,77,45967
1/6/22,A08,온라인(자사몰),레몬,고객024,1568,940743
1/6/22,A10,간접수출,레몬,고객039,10103,6264000
1/6/22,A12,Cafe프렌차이즈,레몬,고객040,289,196800
1/7/22,A01,할인점,레몬,고객001,2554,1430400
1/7/22,A01,할인점,레몬,고객031,24274,13593600
1/7/22,A01,할인점,레몬,고객002,2417,1353720
1/7/22,A01,할인점,레몬,고객004,846,473760
1/7/22,A02,슈퍼백화점,레몬,고객027,69,44160
1/7/22,A02,슈퍼백화점,레몬,고객041,69,44160
1/7/22,A02,슈퍼백화점,레몬,고객007,115,73464
1/7/22,A02,슈퍼백화점,레몬,고객006,285,182400
1/7/22,A03,드럭스토어,레몬,고객042,589,400800
1/7/22,A04,편의점,레몬,고객032,72,49080
1/7/22,A05,홈쇼핑,레몬,고객010,29,16490
1/7/22,A06,대리점,레몬,고객043,1538,984000
1/7/22,A07,온라인(타사몰),레몬,고객011,443,265553
1/7/22,A07,온라인(타사몰),레몬,고객012,153,91726
1/7/22,A07,온라인(타사몰),레몬,고객013,623,373943
1/7/22,A07,온라인(타사몰),레몬,고객014,198,118604
1/7/22,A07,온라인(타사몰),레몬,고객016,126,75524
1/7/22,A07,온라인(타사몰),레몬,고객017,42,25128
1/7/22,A07,온라인(타사몰),레몬,고객018,53,31629
1/7/22,A07,온라인(타사몰),레몬,고객019,226,135611
1/7/22,A07,온라인(타사몰),레몬,고객020,154,92413
1/7/22,A07,온라인(타사몰),레몬,고객021,239,143204
1/7/22,A07,온라인(타사몰),레몬,고객044,6338,3802500
1/7/22,A07,온라인(타사몰),레몬,고객022,46,27818
1/7/22,A07,온라인(타사몰),레몬,고객023,31,18450
1/7/22,A08,온라인(자사몰),레몬,고객024,1933,1160017
1/7/22,A10,간접수출,레몬,고객030,4432,2748000
1/8/22,A01,할인점,레몬,고객031,36411,20390400
1/8/22,A01,할인점,레몬,고객002,1572,880440
1/8/22,A01,할인점,레몬,고객004,423,236880
1/8/22,A01,할인점,레몬,고객026,171,96000
1/8/22,A02,슈퍼백화점,레몬,고객005,116,74496
1/8/22,A02,슈퍼백화점,레몬,고객006,428,273600
1/10/22,A01,할인점,레몬,고객001,3204,1794300
1/10/22,A01,할인점,레몬,고객031,30343,16992000
1/10/22,A01,할인점,레몬,고객004,564,315840
1/10/22,A01,할인점,레몬,고객045,75,41760
1/10/22,A03,드럭스토어,레몬,고객008,22968,15618186
1/10/22,A06,대리점,레몬,고객038,699,447240
1/10/22,A07,온라인(타사몰),레몬,고객011,807,484259
1/10/22,A07,온라인(타사몰),레몬,고객012,274,164452
1/10/22,A07,온라인(타사몰),레몬,고객013,588,352831
1/10/22,A07,온라인(타사몰),레몬,고객014,356,213432
1/10/22,A07,온라인(타사몰),레몬,고객016,380,228183
1/10/22,A07,온라인(타사몰),레몬,고객017,639,383243
1/10/22,A07,온라인(타사몰),레몬,고객018,42,25025
1/10/22,A07,온라인(타사몰),레몬,고객019,482,289039
1/10/22,A07,온라인(타사몰),레몬,고객020,204,122417
1/10/22,A07,온라인(타사몰),레몬,고객046,57,34364
1/10/22,A07,온라인(타사몰),레몬,고객021,561,336612
1/10/22,A07,온라인(타사몰),레몬,고객022,23,13909
1/10/22,A07,온라인(타사몰),레몬,고객023,31,18450
1/10/22,A08,온라인(자사몰),레몬,고객024,3338,2002604
1/10/22,A10,간접수출,레몬,고객047,1839,1140000
1/10/22,A12,Cafe프렌차이즈,레몬,고객040,72,49200
1/11/22,A01,할인점,레몬,고객002,7112,3982500
1/11/22,A02,슈퍼백화점,레몬,고객027,69,44160
1/11/22,A02,슈퍼백화점,레몬,고객005,116,74496
1/11/22,A02,슈퍼백화점,레몬,고객006,428,273600
1/11/22,A04,편의점,레몬,고객032,72,49080
1/11/22,A04,편의점,레몬,고객028,98,66888
1/11/22,A07,온라인(타사몰),레몬,고객011,582,349118
1/11/22,A07,온라인(타사몰),레몬,고객012,52,31452
1/11/22,A07,온라인(타사몰),레몬,고객013,210,126294
1/11/22,A07,온라인(타사몰),레몬,고객014,109,65412
1/11/22,A07,온라인(타사몰),레몬,고객016,174,104455
1/11/22,A07,온라인(타사몰),레몬,고객017,70,41798
1/11/22,A07,온라인(타사몰),레몬,고객018,18,10945
1/11/22,A07,온라인(타사몰),레몬,고객019,134,80695
1/11/22,A07,온라인(타사몰),레몬,고객020,41,24845
1/11/22,A07,온라인(타사몰),레몬,고객021,127,76006
1/11/22,A07,온라인(타사몰),레몬,고객035,48,28909
1/11/22,A07,온라인(타사몰),레몬,고객048,33,19970
1/11/22,A07,온라인(타사몰),레몬,고객022,67,39909
1/11/22,A07,온라인(타사몰),레몬,고객023,92,55350
1/11/22,A08,온라인(자사몰),레몬,고객024,1336,801549
1/12/22,A01,할인점,레몬,고객001,2873,1608900
1/12/22,A01,할인점,레몬,고객002,498,279000
1/12/22,A01,할인점,레몬,고객003,75,41760
1/12/22,A01,할인점,레몬,고객004,449,251490
1/12/22,A01,할인점,레몬,고객045,87,48480
1/12/22,A02,슈퍼백화점,레몬,고객005,3638,2328000
1/12/22,A02,슈퍼백화점,레몬,고객007,115,73464
1/12/22,A02,슈퍼백화점,레몬,고객006,285,182400
1/12/22,A04,편의점,레몬,고객032,217,147240
1/12/22,A04,편의점,레몬,고객028,49,33444
1/12/22,A06,대리점,레몬,고객049,6988,4472400
1/12/22,A07,온라인(타사몰),레몬,고객011,1297,778444
1/12/22,A07,온라인(타사몰),레몬,고객012,52,31452
1/12/22,A07,온라인(타사몰),레몬,고객013,447,268452
1/12/22,A07,온라인(타사몰),레몬,고객033,53059,31835158
1/12/22,A07,온라인(타사몰),레몬,고객014,51,30678
1/12/22,A07,온라인(타사몰),레몬,고객015,78,47000
1/12/22,A07,온라인(타사몰),레몬,고객016,320,191785
1/12/22,A07,온라인(타사몰),레몬,고객017,100,60070
1/12/22,A07,온라인(타사몰),레몬,고객018,52,31241
1/12/22,A07,온라인(타사몰),레몬,고객019,212,127457
1/12/22,A07,온라인(타사몰),레몬,고객020,41,24845
1/12/22,A07,온라인(타사몰),레몬,고객050,40,23955
1/12/22,A07,온라인(타사몰),레몬,고객021,243,146000
1/12/22,A07,온라인(타사몰),레몬,고객048,100,59910
1/12/22,A07,온라인(타사몰),레몬,고객023,191,114694
1/12/22,A08,온라인(자사몰),레몬,고객024,1753,1052004
1/12/22,A10,간접수출,레몬,고객029,544,337046
1/13/22,A01,할인점,레몬,고객031,115303,64569600
1/13/22,A01,할인점,레몬,고객002,249,139500
1/13/22,A01,할인점,레몬,고객004,141,78960
1/13/22,A02,슈퍼백화점,레몬,고객005,116,74496
1/13/22,A02,슈퍼백화점,레몬,고객006,143,91200
1/13/22,A03,드럭스토어,레몬,고객008,16527,11238600
1/13/22,A04,편의점,레몬,고객032,217,147240
1/13/22,A04,편의점,레몬,고객009,48,32676
1/13/22,A07,온라인(타사몰),레몬,고객011,618,370799
1/13/22,A07,온라인(타사몰),레몬,고객013,302,181428
1/13/22,A07,온라인(타사몰),레몬,고객014,106,63660
1/13/22,A07,온라인(타사몰),레몬,고객015,295,176745
1/13/22,A07,온라인(타사몰),레몬,고객016,861,516670
1/13/22,A07,온라인(타사몰),레몬,고객018,88,52655
1/13/22,A07,온라인(타사몰),레몬,고객019,266,159560
1/13/22,A07,온라인(타사몰),레몬,고객021,5989,3593182
1/13/22,A07,온라인(타사몰),레몬,고객023,137,81904
1/13/22,A08,온라인(자사몰),레몬,고객024,1632,979319
1/13/22,A10,간접수출,레몬,고객051,2419,1500000
1/13/22,A10,간접수출,레몬,고객030,5555,3444000
1/14/22,A01,할인점,레몬,고객001,3624,2029500
1/14/22,A01,할인점,레몬,고객031,24274,13593600
1/14/22,A01,할인점,레몬,고객002,996,558000
1/14/22,A01,할인점,레몬,고객003,87,48480
1/14/22,A01,할인점,레몬,고객004,564,315840
1/14/22,A02,슈퍼백화점,레몬,고객005,291,186240
1/14/22,A02,슈퍼백화점,레몬,고객007,57,36732
1/14/22,A02,슈퍼백화점,레몬,고객006,71,45600
1/14/22,A03,드럭스토어,레몬,고객042,943,641280
1/14/22,A05,홈쇼핑,레몬,고객010,15,8245
1/14/22,A06,대리점,레몬,고객052,488,312000
1/14/22,A06,대리점,레몬,고객053,769,492000
1/14/22,A06,대리점,레몬,고객054,2076,1328400
1/14/22,A06,대리점,레몬,고객055,563,360000
1/14/22,A07,온라인(타사몰),레몬,고객011,559,335670
1/14/22,A07,온라인(타사몰),레몬,고객012,90,53726
1/14/22,A07,온라인(타사몰),레몬,고객013,509,305687
1/14/22,A07,온라인(타사몰),레몬,고객015,241,144351
1/14/22,A07,온라인(타사몰),레몬,고객016,598,358820
1/14/22,A07,온라인(타사몰),레몬,고객017,50,30193
1/14/22,A07,온라인(타사몰),레몬,고객018,142,84903
1/14/22,A07,온라인(타사몰),레몬,고객019,192,115387
1/14/22,A07,온라인(타사몰),레몬,고객021,4472,2682917
1/14/22,A07,온라인(타사몰),레몬,고객023,26,15866
1/14/22,A08,온라인(자사몰),레몬,고객024,1987,1192264
1/14/22,A10,간접수출,레몬,고객047,21048,13050000
1/15/22,A01,할인점,레몬,고객031,84960,47577600
1/15/22,A01,할인점,레몬,고객002,386,216000
1/15/22,A01,할인점,레몬,고객004,802,448890
1/15/22,A02,슈퍼백화점,레몬,고객006,71,45600
1/17/22,A01,할인점,레몬,고객001,1919,1074900
1/17/22,A01,할인점,레몬,고객004,212,118440
1/17/22,A02,슈퍼백화점,레몬,고객007,115,73464
1/17/22,A03,드럭스토어,레몬,고객008,13729,9335400
1/17/22,A04,편의점,레몬,고객056,2456,1670400
1/17/22,A04,편의점,레몬,고객028,49,33444
1/17/22,A05,홈쇼핑,레몬,고객010,15,8245
1/17/22,A07,온라인(타사몰),레몬,고객011,681,408537
1/17/22,A07,온라인(타사몰),레몬,고객012,384,230631
1/17/22,A07,온라인(타사몰),레몬,고객013,755,452798
1/17/22,A07,온라인(타사몰),레몬,고객014,386,231619
1/17/22,A07,온라인(타사몰),레몬,고객015,133,79762
1/17/22,A07,온라인(타사몰),레몬,고객016,2395,1436854
1/17/22,A07,온라인(타사몰),레몬,고객018,429,257250
1/17/22,A07,온라인(타사몰),레몬,고객019,618,371044
1/17/22,A07,온라인(타사몰),레몬,고객020,237,142065
1/17/22,A07,온라인(타사몰),레몬,고객034,19,11514
1/17/22,A07,온라인(타사몰),레몬,고객021,4127,2475974
1/17/22,A07,온라인(타사몰),레몬,고객044,23519,14111400
1/17/22,A07,온라인(타사몰),레몬,고객023,46,27517
1/17/22,A08,온라인(자사몰),레몬,고객024,3406,2043615
1/18/22,A01,할인점,레몬,고객002,699,391500
1/18/22,A02,슈퍼백화점,레몬,고객027,69,44160
1/18/22,A02,슈퍼백화점,레몬,고객005,58,37248
1/18/22,A02,슈퍼백화점,레몬,고객006,356,228000
1/18/22,A04,편의점,레몬,고객028,49,33444
1/18/22,A05,홈쇼핑,레몬,고객010,29,16490
1/18/22,A07,온라인(타사몰),레몬,고객011,337,202222
1/18/22,A07,온라인(타사몰),레몬,고객012,90,53726
1/18/22,A07,온라인(타사몰),레몬,고객013,320,192081
1/18/22,A07,온라인(타사몰),레몬,고객014,60,36106
1/18/22,A07,온라인(타사몰),레몬,고객015,289,173121
1/18/22,A07,온라인(타사몰),레몬,고객016,766,459782
1/18/22,A07,온라인(타사몰),레몬,고객018,59,35578
1/18/22,A07,온라인(타사몰),레몬,고객019,101,60419
1/18/22,A07,온라인(타사몰),레몬,고객020,83,49690
1/18/22,A07,온라인(타사몰),레몬,고객021,185,110843
1/18/22,A07,온라인(타사몰),레몬,고객022,51,30892
1/18/22,A07,온라인(타사몰),레몬,고객023,129,77694
1/18/22,A08,온라인(자사몰),레몬,고객024,1515,908733
1/18/22,A10,간접수출,레몬,고객047,13548,8400000
1/18/22,A12,Cafe프렌차이즈,레몬,고객057,145,98400
1/19/22,A01,할인점,레몬,고객001,5240,2934300
1/19/22,A01,할인점,레몬,고객031,24274,13593600
1/19/22,A01,할인점,레몬,고객002,506,283500
1/19/22,A01,할인점,레몬,고객003,75,41760
1/19/22,A01,할인점,레몬,고객004,2327,1302840
1/19/22,A02,슈퍼백화점,레몬,고객007,344,220392
1/19/22,A02,슈퍼백화점,레몬,고객006,143,91200
1/19/22,A04,편의점,레몬,고객032,144,98160
1/19/22,A04,편의점,레몬,고객028,49,33444
1/19/22,A06,대리점,레몬,고객058,692,442800
1/19/22,A07,온라인(타사몰),레몬,고객011,350,209784
1/19/22,A07,온라인(타사몰),레몬,고객012,52,31452
1/19/22,A07,온라인(타사몰),레몬,고객013,325,195080
1/19/22,A07,온라인(타사몰),레몬,고객033,65271,39162312
1/19/22,A07,온라인(타사몰),레몬,고객014,25,15239
1/19/22,A07,온라인(타사몰),레몬,고객015,110,65836
1/19/22,A07,온라인(타사몰),레몬,고객016,550,329986
1/19/22,A07,온라인(타사몰),레몬,고객018,26,15850
1/19/22,A07,온라인(타사몰),레몬,고객019,300,179852
1/19/22,A07,온라인(타사몰),레몬,고객020,83,49690
1/19/22,A07,온라인(타사몰),레몬,고객021,211,126667
1/19/22,A07,온라인(타사몰),레몬,고객023,62,36900
1/19/22,A08,온라인(자사몰),레몬,고객024,1247,748013
1/19/22,A10,간접수출,레몬,고객059,523,324000
1/20/22,A01,할인점,레몬,고객002,506,283500
1/20/22,A01,할인점,레몬,고객004,212,118440
1/20/22,A02,슈퍼백화점,레몬,고객005,320,204864
1/20/22,A02,슈퍼백화점,레몬,고객006,143,91200
1/20/22,A03,드럭스토어,레몬,고객008,9948,6764460
1/20/22,A06,대리점,레몬,고객060,1888,1208520
1/20/22,A06,대리점,레몬,고객058,1384,885600
1/20/22,A07,온라인(타사몰),레몬,고객011,510,306131
1/20/22,A07,온라인(타사몰),레몬,고객012,32,19000
1/20/22,A07,온라인(타사몰),레몬,고객013,176,105614
1/20/22,A07,온라인(타사몰),레몬,고객015,124,74123
1/20/22,A07,온라인(타사몰),레몬,고객016,328,196704
1/20/22,A07,온라인(타사몰),레몬,고객018,144,86451
1/20/22,A07,온라인(타사몰),레몬,고객019,71,42480
1/20/22,A07,온라인(타사몰),레몬,고객020,41,24845
1/20/22,A07,온라인(타사몰),레몬,고객021,276,165692
1/20/22,A07,온라인(타사몰),레몬,고객048,166,99850
1/20/22,A07,온라인(타사몰),레몬,고객023,202,120977
1/20/22,A08,온라인(자사몰),레몬,고객024,1337,802373
1/20/22,A10,간접수출,레몬,고객047,145,90000
1/20/22,A10,간접수출,레몬,고객061,2419,1500000
1/21/22,A01,할인점,레몬,고객001,4145,2321400
1/21/22,A01,할인점,레몬,고객002,321,180000
1/21/22,A01,할인점,레몬,고객004,943,527850
1/21/22,A02,슈퍼백화점,레몬,고객005,349,223488
1/21/22,A02,슈퍼백화점,레몬,고객007,57,36732
1/21/22,A02,슈퍼백화점,레몬,고객006,428,273600
1/21/22,A03,드럭스토어,레몬,고객042,884,601200
1/21/22,A04,편의점,레몬,고객032,361,245400
1/21/22,A07,온라인(타사몰),레몬,고객011,516,309527
1/21/22,A07,온라인(타사몰),레몬,고객012,336,201808
1/21/22,A07,온라인(타사몰),레몬,고객013,95,56774
1/21/22,A07,온라인(타사몰),레몬,고객015,138,82996
1/21/22,A07,온라인(타사몰),레몬,고객016,723,433593
1/21/22,A07,온라인(타사몰),레몬,고객017,21,12342
1/21/22,A07,온라인(타사몰),레몬,고객018,33,19646
1/21/22,A07,온라인(타사몰),레몬,고객019,380,228063
1/21/22,A07,온라인(타사몰),레몬,고객020,41,24845
1/21/22,A07,온라인(타사몰),레몬,고객021,219,131344
1/21/22,A07,온라인(타사몰),레몬,고객023,112,67270
1/21/22,A08,온라인(자사몰),레몬,고객024,887,532372
1/21/22,A10,간접수출,레몬,고객051,484,300000
1/21/22,A10,간접수출,레몬,고객061,1210,750000
1/21/22,A10,간접수출,레몬,고객030,3871,2400000
1/21/22,A12,Cafe프렌차이즈,레몬,고객040,145,98400
1/22/22,A01,할인점,레몬,고객002,1021,571500
1/22/22,A01,할인점,레몬,고객004,494,276360
1/22/22,A02,슈퍼백화점,레몬,고객005,58,37248
1/22/22,A02,슈퍼백화점,레몬,고객006,285,182400
1/22/22,A02,슈퍼백화점,레몬,고객062,71,45600
1/22/22,A04,편의점,레몬,고객032,217,147240
1/22/22,A04,편의점,레몬,고객028,98,66888
1/24/22,A01,할인점,레몬,고객001,2619,1466400
1/24/22,A01,할인점,레몬,고객003,75,41760
1/24/22,A01,할인점,레몬,고객004,564,315840
1/24/22,A02,슈퍼백화점,레몬,고객005,866,554400
1/24/22,A02,슈퍼백화점,레몬,고객007,115,73464
1/24/22,A03,드럭스토어,레몬,고객008,27988,19032000
1/24/22,A07,온라인(타사몰),레몬,고객011,994,596101
1/24/22,A07,온라인(타사몰),레몬,고객012,158,95000
1/24/22,A07,온라인(타사몰),레몬,고객013,390,233833
1/24/22,A07,온라인(타사몰),레몬,고객014,123,73703
1/24/22,A07,온라인(타사몰),레몬,고객015,357,214231
1/24/22,A07,온라인(타사몰),레몬,고객016,1953,1171925
1/24/22,A07,온라인(타사몰),레몬,고객019,202,121279
1/24/22,A07,온라인(타사몰),레몬,고객020,103,61508
1/24/22,A07,온라인(타사몰),레몬,고객021,688,413031
1/24/22,A07,온라인(타사몰),레몬,고객063,10,6270
1/24/22,A07,온라인(타사몰),레몬,고객048,33,19970
1/24/22,A07,온라인(타사몰),레몬,고객023,290,173812
1/24/22,A08,온라인(자사몰),레몬,고객024,3148,1888697
1/25/22,A01,할인점,레몬,고객031,12137,6796800
1/25/22,A01,할인점,레몬,고객002,820,459000
1/25/22,A02,슈퍼백화점,레몬,고객027,69,44160
1/25/22,A02,슈퍼백화점,레몬,고객005,474,303456
1/25/22,A02,슈퍼백화점,레몬,고객006,428,273600
1/25/22,A04,편의점,레몬,고객009,48,32676
1/25/22,A07,온라인(타사몰),레몬,고객011,532,319186
1/25/22,A07,온라인(타사몰),레몬,고객012,95,57000
1/25/22,A07,온라인(타사몰),레몬,고객013,121,72748
1/25/22,A07,온라인(타사몰),레몬,고객014,27,16040
1/25/22,A07,온라인(타사몰),레몬,고객015,88,53088
1/25/22,A07,온라인(타사몰),레몬,고객016,799,479665
1/25/22,A07,온라인(타사몰),레몬,고객018,45,26787
1/25/22,A07,온라인(타사몰),레몬,고객019,139,83413
1/25/22,A07,온라인(타사몰),레몬,고객021,226,135303
1/25/22,A07,온라인(타사몰),레몬,고객048,33,19970
1/25/22,A07,온라인(타사몰),레몬,고객022,30,17727
1/25/22,A07,온라인(타사몰),레몬,고객023,69,41359
1/25/22,A08,온라인(자사몰),레몬,고객024,1522,913382
1/25/22,A10,간접수출,레몬,고객029,2716,1683822
1/26/22,A01,할인점,레몬,고객001,3192,1787400
1/26/22,A01,할인점,레몬,고객002,386,216000
1/26/22,A01,할인점,레몬,고객004,917,513240
1/26/22,A01,할인점,레몬,고객045,75,41760
1/26/22,A02,슈퍼백화점,레몬,고객027,69,44160
1/26/22,A02,슈퍼백화점,레몬,고객005,4220,2700480
1/26/22,A02,슈퍼백화점,레몬,고객007,57,36732
1/26/22,A04,편의점,레몬,고객032,1083,736200
1/26/22,A04,편의점,레몬,고객028,148,100332
1/26/22,A07,온라인(타사몰),레몬,고객011,430,258265
1/26/22,A07,온라인(타사몰),레몬,고객012,90,53726
1/26/22,A07,온라인(타사몰),레몬,고객013,187,112462
1/26/22,A07,온라인(타사몰),레몬,고객033,115989,69593248
1/26/22,A07,온라인(타사몰),레몬,고객014,137,82435
1/26/22,A07,온라인(타사몰),레몬,고객015,176,105440
1/26/22,A07,온라인(타사몰),레몬,고객016,716,429513
1/26/22,A07,온라인(타사몰),레몬,고객019,307,184309
1/26/22,A07,온라인(타사몰),레몬,고객020,41,24845
1/26/22,A07,온라인(타사몰),레몬,고객064,81,48439
1/26/22,A07,온라인(타사몰),레몬,고객021,226,135880
1/26/22,A07,온라인(타사몰),레몬,고객035,42,24935
1/26/22,A07,온라인(타사몰),레몬,고객048,33,19970
1/26/22,A08,온라인(자사몰),레몬,고객024,1123,673848
1/27/22,A01,할인점,레몬,고객002,892,499500
1/27/22,A01,할인점,레몬,고객004,445,249288
1/27/22,A02,슈퍼백화점,레몬,고객065,460,294480
1/27/22,A02,슈퍼백화점,레몬,고객005,218,139680
1/27/22,A02,슈퍼백화점,레몬,고객006,641,410400
1/27/22,A03,드럭스토어,레몬,고객008,30733,20898150
1/27/22,A04,편의점,레몬,고객009,96,65352
1/27/22,A04,편의점,레몬,고객028,49,33444
1/27/22,A09,직접수출,레몬,고객066,3617,2025324
1/28/22,A01,할인점,레몬,고객001,1907,1068000
1/28/22,A01,할인점,레몬,고객031,54617,30585600
1/28/22,A01,할인점,레몬,고객002,956,535500
1/28/22,A01,할인점,레몬,고객003,224,125280
1/28/22,A01,할인점,레몬,고객004,2003,1121700
1/28/22,A02,슈퍼백화점,레몬,고객005,568,363432
1/28/22,A02,슈퍼백화점,레몬,고객007,57,36732
1/28/22,A02,슈퍼백화점,레몬,고객006,214,136800
1/28/22,A04,편의점,레몬,고객032,289,196320
1/28/22,A04,편의점,레몬,고객009,48,32676
1/28/22,A10,간접수출,레몬,고객067,31739,19678250
1/28/22,A10,간접수출,레몬,고객068,4428,2745239
1/29/22,A01,할인점,레몬,고객002,1824,1021500
1/29/22,A01,할인점,레몬,고객004,5147,2882586
1/29/22,A01,할인점,레몬,고객026,86,48000
1/29/22,A02,슈퍼백화점,레몬,고객005,73,46560
1/29/22,A02,슈퍼백화점,레몬,고객007,57,36732
1/29/22,A02,슈퍼백화점,레몬,고객006,285,182400
1/29/22,A04,편의점,레몬,고객009,48,32676
1/31/22,A01,할인점,레몬,고객031,10831,6065600
1/31/22,A01,할인점,레몬,고객069,4622,2588383
1/31/22,A07,온라인(타사몰),레몬,고객034,38,23028
1/31/22,A12,Cafe프렌차이즈,레몬,고객070,1539,1046250
1/31/22,A12,Cafe프렌차이즈,레몬,고객071,502,341650
1/31/22,A12,Cafe프렌차이즈,레몬,고객072,143,97000
1/1/22,A01,할인점,베리,고객001,254,142500
1/1/22,A01,할인점,베리,고객002,2828,1583820
1/1/22,A01,할인점,베리,고객003,7457,4176000
1/1/22,A01,할인점,베리,고객004,1833,1026480
1/1/22,A02,슈퍼백화점,베리,고객006,214,136800
